单词	音标	词性	中文释义	CEFR	原文例句	例句译文	来源	AI解析	词义概述
full of happiness		phrase	满心欢喜、幸福洋溢	B1	&quot;I&#x27;m so <b class="hl">full of happiness</b>, that if Father was only here, I couldn&#x27;t hold one drop more,&quot; said Beth, quite sighing with contentment as Jo carried her off to the study to rest after the excitement, and to refresh herself with some of the delicious grapes the &#x27;Jungfrau&#x27; had sent her. [sound:s_ch22_full_of_happiness_41367950.mp3]	贝丝被乔抱走时,心满意足地叹着气说:「我太幸福了,要是爸爸也在这儿,我连一滴幸福都装不下了。」	little_women Ch22	固定搭配「be full of + 名词」表示「充满、满是……」(如 full of energy、full of ideas),把 happiness 这个抽象概念具象成一种可以「盛」进心里的东西,是口语和小说都常用的地道说法,比平铺直叙的 I&#x27;m very happy 更有味道。后半句 couldn&#x27;t hold one drop more 用「一滴都装不下」夸张抱怨幸福太多,属于情绪到了顶点的自然感叹,很适合表达开心到快溢出来的瞬间。学完这个表达,以后想说「我太幸福了」时能避免千篇一律,多一层画面感。	想象一只高脚杯被幸福盛得满满的,再多一滴就要沿着杯沿淌下来——贝丝看看爸爸不在,硬挤出一句「一滴都装不下了」。
quench [sound:w_quench_c24df592.mp3]	kwentʃ	—	v. 解（渴）；熄灭（quench one's thirst）	C1	A cup of cold water <b class="hl">quenched</b> her thirst at once. [sound:s_ch22_quench_dbfffa44.mp3]	一杯凉水顿时解了她的渴。	little_women Ch22(AI 补句)	<b>1. 逐项解析：</b><br>A cup of cold water——名词短语作主语，意为「一杯凉水」，a cup of 是量词结构，表「一……的」。<br>quenched——动词 quench 的过去式，规则变化加 -ed。quench 本义是「熄灭（火）」，引申为「解（渴）」，这里即「解渴」义。<br>her thirst——宾语，her 她的，thirst 名词「口渴」。<br>at once——固定短语，「立刻、顿时、马上」。<br><br><b>2. 整句解读：</b><br>全句是简单的主谓宾结构：主语是一杯凉水，谓语 quenched，宾语 her thirst，状语 at once 描写动作发生的速度。语感是一幅立竿见影的画面——水一下肚，渴意瞬间消散。中文把 at once 译成「顿时」，既表时间之快，又带一种「一下子就好了」的意外和舒坦，与「解」字配合得恰到好处。<br><br><b>3. 文化点：</b><br>quench 原出于「淬火」意象——把烧红的金属浸入水中使其冷却，叫 quench。因此「解渴」本质上是「用凉水浇灭身体里那团焦渴的小火苗」。在英美日常以及 19 世纪小说里，a cup of cold water 解渴是最朴素、最本真的生活场景。	一杯凉水下肚，喉咙里那团焦渴的小火苗「呲」地一声熄灭，连青烟都不冒。
crown [sound:w_crown_cdd97e00.mp3]	kraun	noun	v. 使圆满；为…加冕　n. 王冠；顶点（be crowned with 以…告终）	C1	Her hard work was <b class="hl">crowned</b> with success at last. [sound:s_ch22_crown_14aae174.mp3]	她的辛勤努力终于以成功告终。	little_women Ch22(AI 补句)	<b>1. 逐项解析：</b><br>Her hard work——主语，她的辛勤努力。hard work 是常见搭配，指「刻苦用功」。<br>was crowned——被动语态 be crowned with，字面是「被戴上王冠」，固定搭配引申为「以……为最高荣耀、以……告终」。<br>with success——介词短语，说明被加冕的东西是「成功」。<br>at last——固定短语，「终于」，强调等待已久。<br><br><b>2. 整句解读：</b><br>全句是被动句，直译是「她辛勤的努力最终戴上了成功的王冠」。crowned with 把「成功」比作戴在头顶的王冠，是英语中很经典的隐喻。中文不照搬被动结构，改译「终于以成功告终」，自然流畅，语气带着欣慰与圆满，是「苦尽甘来」的味道。<br><br><b>3. 文化点：</b><br>crown 本是王室加冕礼中的王冠，象征至高无上的权力与荣耀。用在普通人的奋斗上，就是把「成器」的顶点压成一颗贵重的勋章，极能唤起「登顶」的仪式感，这也是它既指「王冠」又指「顶点」的原因。	一滴汗水接一滴汗水，最后化成一顶沉甸甸的小金冠，轻轻落在头顶——刚刚好。
disgrace [sound:w_disgrace_1e9580bc.mp3]	dis'greis	—	n. 耻辱，丢脸　vt. 使蒙羞（disgrace oneself 出丑）	C1	Jo <b class="hl">disgraced</b> herself by nearly fainting away, and had to be doctored by Laurie in the china closet. [sound:s_ch22_disgrace_17121d35.mp3]	乔大大地出了个丑——她差点晕过去，只好由劳里在瓷器柜边说边给她倒水服药。	little_women Ch22	<b>1. 逐项解析：</b><br>Jo——人名，乔，《小妇人》四姐妹中的二姐。<br>disgraced herself——动词短语 disgrace oneself，意为「使自己出丑、当众丢脸」。disgrace 由词根 grace（体面、恩典）加否定前缀 dis- 组成，字面即「失去体面」。<br>by nearly fainting away——介词 by 加动名词短语，表「由于……」的方式；nearly「差点儿」，faint away「晕倒、昏过去」。<br>and had to be doctored by Laurie——并列谓语，had to「不得不」；be doctored 中 doctor 作动词，本义是「医治」，这里是「被照顾、被灌药救醒」，动作发出者是劳里。<br>in the china closet——地点状语，在瓷器柜（间）。china 瓷器，closet 贮藏小室/柜，这里是家里的瓷器储藏处。<br><br><b>2. 整句解读：</b><br>乔因为当众差点晕倒而大大出了个丑，不得不由劳里在瓷器柜旁边摆弄照顾她。这是《小妇人》里带喜剧色彩的名场面。中文用破折号把「出丑」和「出丑的原因/经过」断开，节奏俏皮口语化；be doctored 译成「倒水服药」非常生活化，把劳里手忙脚乱救场的画面写活了。<br><br><b>3. 文化点：</b><br>在 19 世纪讲究淑女仪态的社会里，当众失态是极丢人的事，尤其出现在乔这样有些男孩子气的角色身上，反差更添喜感。china closet 当时是家中珍藏瓷器的角落，出现在这种半私密的空间里，也暗示这出「闹剧」没有被全客厅的人看见，留了面子。	全校同学面前差点一头栽倒，双颊烧得通红，只恨地上没有一道缝。
maiden [sound:w_maiden_30805ea4.mp3]	'meidn	—	n. 少女　a. 处女的；首次的（maiden voyage 首航）	C1	Amy&#x27;s <b class="hl">maiden</b> effort at cooking was a surprising triumph. [sound:s_ch22_maiden_01fcbfc6.mp3]	艾米下厨的初次尝试，出人意料地大获成功。	little_women Ch22(AI 补句)	<b>1. 逐项解析：</b><br>Amy&#x27;s——艾米的，Amy 为《小妇人》中四姐妹之一，是妹妹。<br>maiden effort——名词短语，maiden 在此作定语，意为「处女似的、首次的」，effort「努力、尝试」，合起来即「初次尝试」。<br>at cooking——介词短语修饰 effort，「在做饭这件事上」。<br>was a surprising triumph——系表结构，was 系动词；a surprising triumph「一个令人惊讶的胜利」，triumph 指「大成功、凯旋」。<br><br><b>2. 整句解读：</b><br>句意是「艾米第一次下厨，就出人意料地大获成功」。maiden 带古雅、书面的味道，母语者在日常口语里很少用它，更多出现在「首航」「首秀」这类纪念性场合。全句无论是 maiden 还是 triumph，都透着一股报喜一般的郑重与惊喜，配上 surprising 又故意露出「谁也没想到」的俏皮。<br><br><b>3. 文化点：</b><br>maiden 本义是「少女」，由此引申出「处女的、首次的」。maiden voyage（首航/处女航）是经典搭配，就连泰坦尼克号也有 maiden voyage。故事中艾米爱美爱仪容、平时不怎么做饭，第一次做就成功，正是一个反差萌的笑点。	一艘崭新的白帆船，船身没沾过一滴海水，桅杆上的红旗第一次被风扯开。
stalk [sound:w_stalk_caa3ac05.mp3]	stɒ:k	—	v. 大摇大摆地走；悄悄追踪　n. 茎	C1	The old cat <b class="hl">stalked</b> across the yard, tail in the air. [sound:s_ch22_stalk_720b69bf.mp3]	老猫竖起尾巴，大摇大摆地穿过院子。	little_women Ch22(AI 补句)	<b>1. 逐项解析：</b><br>The old cat——主语，「那只老猫」。<br>stalked——动词 stalk 的过去式（规则动词）。stɒ:k 读长音；它有「悄悄跟踪（猎物）」和「趾高气扬地走」两层义，此处取后者。<br>across the yard——介词短语作状语，「穿过院子」。<br>tail in the air——独立主格结构（名词 + 介宾短语），不带动词，补写主语的样子，意为「尾巴翘得老高」。<br><br><b>2. 整句解读：</b><br>老猫竖着尾巴，神气十足地横穿院子。stalk 的双面性格正是妙处：既可以是猎手蹑手蹑脚的静音行走，也可以是不可一世的横行阔步——在这里尾巴朝天，显然是后者。独立主格 tail in the air 把画面定格在高高翘起的尾巴上，中文译成「大摇大摆」恰好接住这种功架十足的步态。<br><br><b>3. 文化点：</b><br>猫翘尾巴代表自信、得意、地盘我最大，中外皆然；老猫尤甚。这个画面很容易让人脑补出 19 世纪宅院里，一只老猫日出巡领地、连猫都懒得招惹它的派头。	尾巴像一根笔直的天线，步点咣咣踩地，一只「路过全世界」的老猫。
utterly [sound:w_utterly_4ced1e69.mp3]	'ʌtәli	adverb	adv. 完全地，彻底地	C1	The room was <b class="hl">utterly</b> quiet when she finished speaking. [sound:s_ch22_utterly_5de915c6.mp3]	她说完时，房间里一片寂静。	little_women Ch22(AI 补句)	<b>1. 逐项解析：</b><br>The room——主语，「房间」。<br>was utterly quiet——系表结构。was quiet「很安静」；utterly 是程度副词，修饰 quiet，由 utter（完全的）加后缀 -ly 构成，强调「彻底到极致」，比 very 强烈得多。<br>when she finished speaking——时间状语从句，「当她说完话时」。finish + doing 用动名词，speaking 即「说话」。<br><br><b>2. 整句解读：</b><br>她话音刚落，房间霎时静到了极点。utterly 不是「比较安静」，而是把安静推满格——仿佛连空气都凝固、连尘埃都悬停了。中文避开直译「完全安静」，用「一片寂静」以空旷的意象接住这种彻底感，更入味。这常用来描写一段话说完后、听众屏息凝神的时刻，极具氛围张力。<br><br><b>3. 文化点：</b><br>utterly 偏书面、稍正式，比口语里的 totally 更重，多出现在认真强调的语气里。小说旁白用它，往往就是气氛攀到情绪峰值的那个瞬间。	一根羽毛从天花板飘落，半空中定住——不，是连那颗尘埃都悬着不敢落地。
congratulate [sound:w_congratulate_d740ea12.mp3]	kәn'grætʃәleit	verb	v. 祝贺（congratulate sb on）	C1	&quot;Rather a pleasant year on the whole!&quot; said Meg, smiling at the fire, and <b class="hl">congratulating</b> herself on having treated Mr. Brooke with dignity. [sound:s_ch22_congratulate_39f9420d.mp3]	“这一年总体还不错！”梅格望着炉火微笑着说，暗自庆幸自己把……	little_women Ch22	<b>1. 逐项解析：</b><br>– 「Rather a pleasant year on the whole!」：感叹句。Rather 是口语化的程度副词，相当于 quite，语气轻松随意；on the whole 是固定搭配，意为「总体而言、大体上」。<br>– said Meg：说话人 Meg 后置的倒装结构，是小说里交代「谁说的」的常见写法。<br>– smiling at the fire：现在分词作伴随状语，表示说话时的姿态——望着炉火微笑。<br>– congratulating herself on having treated Mr. Brooke with dignity：另一个现在分词伴随状语，与 smiling 并列。congratulate oneself on sth / doing sth 是固定搭配，意为「暗自庆幸、为……感到欣慰」；having treated 是动名词的完成体，表示「（已经）做到……之后」；treat sb with dignity 是「以体面、尊严对待某人」，with dignity 作方式状语。<br><br><b>2. 整句解读：</b>这是 Meg 回忆过去一年时自言自语式的感叹。前半句是直接引语，点出她的心情——这一年总体还不错；后半句用两个现在分词，把她的神态（望着炉火微笑）和内心（暗自庆幸面对布鲁克先生时保住了体面）并排铺开，画面感很强。译文把 congratulate oneself on 译成「暗自庆幸」，正是它「不留痕迹地为自己高兴」的味道：事情做完了，还觉得办得得体，是一种轻轻的自我表扬。<br><br><b>3. 文化点：</b>本句出自 19 世纪小说《小妇人》。当时英美上流社会讲究「端庄得体」（dignity），年轻女子在追求者面前保持从容不迫是教养好的表现。Meg 庆幸自己做到了这一步，正反映了那个时代对女性举止的看重。	想象梅格坐在炉火边说边笑，心里悄悄给自己竖大拇指：还好没在布鲁克先生面前失态，干得漂亮！——这就是 congratulate oneself。
prick [sound:w_prick_327c4c08.mp3]	prik	—	v. 刺，扎；刺痛（prick one's finger）　n. 扎痛	C1	She <b class="hl">pricked</b> her finger on the needle and dropped the work. [sound:s_ch22_prick_fac9e0da.mp3]	她被针扎了一下手指，手里的活掉了下来。	little_women Ch22(AI 补句)	<b>1. 逐项解析：</b><br>– She：主语。<br>– pricked：prick 的过去式，及物动词，意为「刺、扎」。<br>– her finger：宾语。英语习惯说「扎了她的手指」，手指属于她本人，所以用 her finger 而不是 the finger。<br>– on the needle：on 表示接触并引出刺痛来源，意为「被针扎到／在针上扎了一下」。<br>– and dropped the work：and 连接并列谓语；dropped 是 drop 的过去式「掉下、松开」；the work 这里特指「手中的针线活」（缝到一半的布料）。<br><br><b>2. 整句解读：</b>一个连贯的动作句：她正做着针线活，一根针扎进指尖，痛得手一松，手里的活就掉了下来。英文用 and 把「被扎」和「掉活」两个动作连在一起，画面一气呵成。译文用「她……掉了下来」保持了主语连贯。prick 强调的正是那种又细又尖、突如其来的刺痛感。<br><br><b>3. 文化点：</b>19 世纪女性多用手工缝纫（needlework），做针线活是日常，手指被针扎是家常便饭，也因此成为文学里常见的细节。	缝衣服时「啊」地一下指尖被针扎到，像被蚊子叮了一口那样尖细的刺痛，手一抖活掉到地上——这就是 prick。
verse [sound:w_verse_28146f20.mp3]	vә:s	noun	n. 诗句；诗节；（veses 诗歌）	C1	Laurie could repeat whole <b class="hl">verses</b> of the poem by heart. [sound:s_ch22_verse_8094c3b4.mp3]	劳里能整段整段地背出那首诗。	little_women Ch22(AI 补句)	<b>1. 逐项解析：</b><br>– Laurie：人名，主语。<br>– could repeat：情态动词 could + 动词原形 repeat，表示「能够背出」。<br>– whole verses：verse 的复数，意为「成段成段的诗句／诗节」；whole 强调「整整几段」。<br>– of the poem：介词短语作定语，修饰 verses，即「那首诗的……」。<br>– by heart：固定短语（learn／know／repeat sth by heart），意为「凭记忆、靠背诵」。<br><br><b>2. 整句解读：</b>句子主干是「Laurie 能整段背诗」：背多少——「整段的（whole verses）」；怎么背——「凭记忆（by heart）」。信息很短，却把本事说得清清楚楚。译文用「整段整段」呼应复数 sense 的「一段又一段」，「背出」比「重复」更贴合中文里「背诗」的用法。<br><br><b>3. 文化点：</b>19 世纪教育极重视背诵（recitation），背得出诗是「有学问、记性好」的表现；书中 Laurie 常以多才多艺的形象出现，这里就是一面侧写。	同桌被老师点名，闭上眼睛，一整段诗像流水一样哗哗背完，全班都安静了——这就是 verses by heart。
